﻿"party_number";"account_type_desc";"account_number";"account_businessno";"account_open_date";"account_close_date";"account_limit";"account_balance";"account_sum_cred_run_year";"account_sum_deb_run_year";"account_restriction";"account_currency_code";"account_iban";"account_registration_name";"loan_ref_iban";"loan_ref_bic";"loan_ref_name"
7762515380;"4";"47071";"83274025699";"2022-04-13";"2027-05-02";1;1;1;1;"Y";"EUR";"DE50117615622361624157";"test-name";"DE50117615622361624157";"VSCMDEUOBWK";"test-ref-name"
8559369684;"G";"94167";"75527211092";"2008-05-28";"2030-04-15";1;1;1;1;"Y";"EUR";"DE06666235140052741557";"test-name";"DE06666235140052741557";"ITACDEBQ";"test-ref-name"
8559369684;"6";"63615";"04634921758";"2012-07-13";"2029-08-12";1;1;1;1;"Y";"EUR";"DE23499211882885015778";"test-name";"DE23499211882885015778";"TVATDEIS9QX";"test-ref-name"
3132529267;"P";"96260";"73290143143";"2009-06-18";"2029-09-16";1;1;1;1;"Y";"EUR";"DE53357944873948290297";"test-name";"DE53357944873948290297";"ALUMDEZVGM3";"test-ref-name"
6401386203;"G";"52278";"35795479467";"2016-06-17";"2028-02-13";1;1;1;1;"Y";"EUR";"DE62381568075647450881";"test-name";"DE62381568075647450881";"QQFXDE5BV8A";"test-ref-name"
7571743112;"P";"78264";"07027627671";"2005-08-16";"2029-06-22";1;1;1;1;"Y";"EUR";"DE85510600580250549519";"test-name";"DE85510600580250549519";"DVYKDE7F";"test-ref-name"
7571743112;"P";"33780";"04223688113";"2010-06-09";"2025-06-04";1;1;1;1;"Y";"EUR";"DE59965467994526420350";"test-name";"DE59965467994526420350";"FSXYDEN6GB8";"test-ref-name"
6290541920;"9";"92343";"40463879412";"2010-11-05";"2025-04-11";1;1;1;1;"Y";"EUR";"DE33498861007774047221";"test-name";"DE33498861007774047221";"ZMNBDE59YWX";"test-ref-name"
2663990966;"9";"47240";"74464324374";"2007-09-07";"2030-07-04";1;1;1;1;"Y";"EUR";"DE89293718161168529711";"test-name";"DE89293718161168529711";"OWKLDE9WIV1";"test-ref-name"
291822300;"2";"56085";"95280036119";"2009-10-10";"2025-08-17";1;1;1;1;"Y";"EUR";"DE73471100840966823216";"test-name";"DE73471100840966823216";"ILJBDEQJSVA";"test-ref-name"
291822300;"4";"54028";"12917939504";"2016-11-12";"2024-12-23";1;1;1;1;"Y";"EUR";"DE12025755683943575869";"test-name";"DE12025755683943575869";"HDJLDEJF";"test-ref-name"
1201776112;"P";"99556";"88440616487";"2005-06-09";"2032-12-06";1;1;1;1;"Y";"EUR";"DE05157519251246934201";"test-name";"DE05157519251246934201";"UDKCDEAA8M8";"test-ref-name"
1588206582;"4";"80919";"48253366685";"2010-02-12";"2027-04-29";1;1;1;1;"Y";"EUR";"DE70867883588875205219";"test-name";"DE70867883588875205219";"YYZMDEKXHC8";"test-ref-name"
1588206582;"4";"63449";"55866933902";"2014-08-02";"2031-07-11";1;1;1;1;"Y";"EUR";"DE39465318827489624468";"test-name";"DE39465318827489624468";"DFXWDEFVTTN";"test-ref-name"
2869453574;"9";"20861";"26310841380";"2022-10-04";"2024-09-06";1;1;1;1;"Y";"EUR";"DE18985806896832853723";"test-name";"DE18985806896832853723";"YMVIDEPB";"test-ref-name"
7892310088;"0";"74111";"56691878107";"2005-11-13";"2030-04-09";1;1;1;1;"Y";"EUR";"DE70250003849366962308";"test-name";"DE70250003849366962308";"NGKNDEX0";"test-ref-name"
7892310088;"6";"61578";"39210147053";"2006-03-15";"2027-08-22";1;1;1;1;"Y";"EUR";"DE02611575010967398553";"test-name";"DE02611575010967398553";"MZGDDEJGKYZ";"test-ref-name"
7117530552;"0";"44674";"72193866567";"2005-08-03";"2031-06-26";1;1;1;1;"Y";"EUR";"DE93747448716371580420";"test-name";"DE93747448716371580420";"PDXUDEXWSHB";"test-ref-name"
264949305;"2";"54853";"91396490483";"2007-02-18";"2032-04-29";1;1;1;1;"Y";"EUR";"DE03224681240938850686";"test-name";"DE03224681240938850686";"GCXWDEV3";"test-ref-name"
264949305;"2";"57340";"45132744393";"2013-09-30";"2025-03-02";1;1;1;1;"Y";"EUR";"DE61437682627276725219";"test-name";"DE61437682627276725219";"BVPXDEJZE8Z";"test-ref-name"
