﻿"account_number";"account_businessno";"booking_date";"num_transaction_type";"prn";"currency_amount";"contra_accountno";"contra_bankcode";"contra_iban";"contra_bic";"contra_name";"contra_txtschl";"contra_txtschl_erg";"value_date";"transaction_description1";"datatextschl_erg";"transaction_currency_code";"currency_amount_in_txn_ccy";"account_currency_code";"country_code";"transaction_description2";"transaction_description3";"transaction_description4";"transaction_description5";"transaction_description6";"transaction_description7";"datatextschl";"leistungsart";"datenherkunft";"account_type_desc";"party_number";"ultimate_creditor";"ultimate_debitor";"transaction_reference_number";"empfaengername";"account_registration_name";"purpose_code_cat";"purpose_code"
"91797";"51910120785";"2021-01-20";"2";12345678;-8910.33;"4461851581";"66902222";"DE86669022224461851581";"SDUTDE5W";"Matthias Weller";" ";" ";"2021-01-20";"Offic";606;"EUR";-8910.33;"EUR";"US";"iciis";"a quo";"atque";"ad sa";"iente";" Prae";"16";25534813310;"KA";"P";5573696046;"Matthias Weller";"Matthias Weller";" ";"Matthias Weller";" ";" ";" "
"91797";"51910120785";"2021-01-20";"61";12345678;-7990.37;"8461505366";"98452674";"DE84984526748461505366";"QLIMDEG2526";"Antonius Pergande";" ";" ";"2021-01-20";"Amet ";309;"EUR";-7990.37;"EUR";"US";"t a q";"am co";"poris";"minus";"modi ";"uo. A";"37";59909970294;"OS";"9";5573696046;"Antonius Pergande";"Antonius Pergande";" ";"Antonius Pergande";" ";" ";" "
"91797";"51910120785";"2021-01-20";"2";12345678;3310.59;"4839539352";"50682421";"DE61506824214839539352";"ZFDDDE7TNDH";"Frau Ilka Beier";" ";" ";"2021-01-20";"Facer";127;"EUR";3310.59;"EUR";"US";"ere c";"rrupt";" corr";"pti a";"que q";"i off";"27";36393737766;"OS";"2";5573696046;"Frau Ilka Beier";"Frau Ilka Beier";" ";"Frau Ilka Beier";" ";" ";" "
"91797";"51910120785";"2021-01-20";"5";12345678;-4753.9;"3941928844";"03097621";"DE02030976213941928844";"TYIHDETIXNN";"Romana Jessel";" ";" ";"2021-01-20";"Recus";969;"EUR";-4753.9;"EUR";"US";"usand";"e quo";" hic ";"psam.";"Ducim";"s ita";"64";93589931245;"US";"3";5573696046;"Romana Jessel";"Romana Jessel";" ";"Romana Jessel";" ";" ";" "
"91797";"51910120785";"2021-01-20";"53";12345678;-1613.26;"1500465184";"64556052";"DE77645560521500465184";"KCDQDEQ6V36";"Beata Ebert";" ";" ";"2021-01-20";"Et do";916;"EUR";-1613.26;"EUR";"AE";"dolor";"s sus";"ipit ";"umqua";" non ";"epudi";"23";66683971195;"OS";"0";5573696046;"Beata Ebert";"Beata Ebert";" ";"Beata Ebert";" ";" ";" "
"91797";"51910120785";"2021-01-20";"6";12345678;-8684.53;"6494350963";"66866658";"DE83668666586494350963";"EFGLDEHW";"Prof. Monica Renner B.A.";" ";" ";"2021-01-20";"Nemo ";796;"EUR";-8684.53;"EUR";"US";"o bla";"ditii";" labo";"um qu";"d fac";"re. L";"94";93750879968;"OS";"0";5573696046;"Prof. Monica Renner B.A.";"Prof. Monica Renner B.A.";" ";"Prof. Monica Renner B.A.";" ";" ";" "
"91797";"51910120785";"2021-01-20";"53";12345678;-3243.36;"8315401041";"41821985";"DE27418219858315401041";"BJUUDET5";"Dipl.-Ing. Hiltraud Cichorius B.Sc.";" ";" ";"2021-01-20";"Alias";109;"EUR";-3243.36;"EUR";"LT";"as ul";"am op";"io ap";"riam ";"raese";"tium.";"67";57029819443;"OS";"0";5573696046;"Dipl.-Ing. Hiltraud Cichorius B.Sc.";"Dipl.-Ing. Hiltraud Cichorius B.Sc.";" ";"Dipl.-Ing. Hiltraud Cichorius B.Sc.";" ";" ";" "
"91797";"51910120785";"2021-01-20";"6";12345678;-16046.18;"5189894930";"85509509";"DE92855095095189894930";"PWMRDE0HRDX";"Dipl.-Ing. Toni Römer";" ";" ";"2021-01-20";"Liber";499;"EUR";-16046.18;"EUR";"US";"ero e";"rum o";"it ex";" Nequ";" cons";"ctetu";"14";38415118274;"OS";"2";5573696046;"Dipl.-Ing. Toni Römer";"Dipl.-Ing. Toni Römer";" ";"Dipl.-Ing. Toni Römer";" ";" ";" "
"91797";"51910120785";"2021-01-20";"32";12345678;12776.7;"5652330286";"86847138";"DE85868471385652330286";"DEBNDE6L4O3";"Rosina Wagner-Berger";" ";" ";"2021-01-20";"Sequi";973;"EUR";12776.7;"EUR";"US";"ui qu";"a rec";"sanda";" et d";"bitis";"nobis";"52";31795615082;"US";"0";5573696046;"Rosina Wagner-Berger";"Rosina Wagner-Berger";" ";"Rosina Wagner-Berger";" ";" ";" "
"91797";"51910120785";"2021-01-20";"6";12345678;-6846.07;"7474103305";"21531064";"DE40215310647474103305";"MLLTDEHGFF1";"Dipl.-Ing. Walli Weller";" ";" ";"2021-01-20";"Ipsum";161;"EUR";-6846.07;"EUR";"US";"um es";" minu";" vita";" ab. ";"um se";"ui vo";"29";31919794002;"OS";"0";5573696046;"Dipl.-Ing. Walli Weller";"Dipl.-Ing. Walli Weller";" ";"Dipl.-Ing. Walli Weller";" ";" ";" "
"91797";"51910120785";"2021-01-20";"65";12345678;7374.08;"6711927953";"28796081";"DE39287960816711927953";"NRQADEOZTLK";"Dipl.-Ing. Kemal Kuhl";" ";" ";"2021-01-20";"Odit ";583;"JPY";7374.08;"JPY";"US";"t in ";"mnis.";"Conse";"tetur";"eius ";"ste v";"94";75353536764;"OS";"0";5573696046;"Dipl.-Ing. Kemal Kuhl";"Dipl.-Ing. Kemal Kuhl";" ";"Dipl.-Ing. Kemal Kuhl";" ";" ";" "
"91797";"51910120785";"2021-01-21";"65";12345678;3024.96;"1421637870";"20052993";"DE47200529931421637870";"PARCDEZA";"Natali Mühle B.Eng.";" ";" ";"2021-01-21";"Fuga ";802;"EUR";3024.96;"EUR";"US";"a imp";"dit c";"nsequ";"ntur ";"t ear";"m. Te";"21";70738367061;"OS";"2";5573696046;"Natali Mühle B.Eng.";"Natali Mühle B.Eng.";" ";"Natali Mühle B.Eng.";" ";" ";" "
"91797";"51910120785";"2021-01-21";"65";12345678;-3604.1;"9382187023";"59836522";"DE94598365229382187023";"EJFLDEEEG3Z";"Frau Hildburg Dehmel B.A.";" ";" ";"2021-01-21";"Repel";263;"EUR";-3604.1;"EUR";"US";"ellen";"us do";"orum ";"ihil ";"arum ";"llo o";"57";88208387741;"KA";"Z";5573696046;"Frau Hildburg Dehmel B.A.";"Frau Hildburg Dehmel B.A.";" ";"Frau Hildburg Dehmel B.A.";" ";" ";" "
"91797";"51910120785";"2021-01-21";"4";12345678;7762.94;"9555310057";"10050000";"DE89100500009555310057";"RRTIDEUW";"Bianka Wende";" ";" ";"2021-01-21";"Dolor";326;"EUR";7762.94;"EUR";"US";"orum ";"ebiti";" dolo";"um mi";"us. F";"ga qu";"58";97976913610;"US";"0";5573696046;"Bianka Wende";"Bianka Wende";" ";"Bianka Wende";" ";" ";" "
"91797";"51910120785";"2021-01-21";"6";12345678;-11410.29;"9555310057";"10050000";"DE89100500009555310057";"XLTDDEUP";"German Eckbauer";" ";" ";"2021-01-21";"Iure ";116;"EUR";-11410.29;"EUR";"US";"e del";"ctus ";"speri";"res a";"tem m";"lliti";"66";93574127708;"US";"9";5573696046;"German Eckbauer";"German Eckbauer";" ";"German Eckbauer";" ";" ";" "
"91797";"51910120785";"2021-01-21";"19";12345678;451127.0;"9490770762";"36183125";"DE36361831259490770762";"ZPAIDEZLGTO";"Almuth Ehlert";" ";" ";"2021-01-21";"HIGH ";933;"EUR";451127.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"40";95620883853;"OS";"9";5573696046;"Almuth Ehlert";"Almuth Ehlert";" ";"Almuth Ehlert";" ";" ";" "
"91797";"51910120785";"2021-01-21";"3";12345678;-7161.86;"8280200016";"17988182";"DE88179881828280200016";"KIJJDENI";"Univ.Prof. Ingolf Gude B.Sc.";" ";" ";"2021-01-21";"Beata";868;"EUR";-7161.86;"EUR";"US";"tae f";"cere ";"equi ";"utem ";"onsec";"etur.";"53";83421316625;"OS";"1";5573696046;"Univ.Prof. Ingolf Gude B.Sc.";"Univ.Prof. Ingolf Gude B.Sc.";" ";"Univ.Prof. Ingolf Gude B.Sc.";" ";" ";" "
"91797";"51910120785";"2021-01-21";"5";12345678;987.34;"9320260940";"65686786";"DE09656867869320260940";"JNMFDE44";"Karl-Georg Trubin B.Sc.";" ";" ";"2021-01-21";"Rerum";881;"EUR";987.34;"EUR";"US";"um se";"ui ei";"s eiu";". Ex ";"olore";" qui ";"85";83868017500;"OS";"0";5573696046;"Karl-Georg Trubin B.Sc.";"Karl-Georg Trubin B.Sc.";" ";"Karl-Georg Trubin B.Sc.";" ";" ";" "
"91797";"51910120785";"2021-01-21";"6";12345678;1375.84;"5037675655";"00266401";"DE13002664015037675655";"WEKPDELQ";"Freddy Carsten";" ";" ";"2021-01-21";"Disti";595;"EUR";1375.84;"EUR";"US";"tinct";"o rep";"llat ";"esciu";"t. Na";" susc";"24";67549687263;"OS";"9";5573696046;"Freddy Carsten";"Freddy Carsten";" ";"Freddy Carsten";" ";" ";" "
"91797";"51910120785";"2021-01-21";"51";12345678;-9249.89;"4655811409";"42873368";"DE71428733684655811409";"REXZDEZ1LVZ";"Frieder Kramer";" ";" ";"2021-01-21";"Venia";448;"EUR";-9249.89;"EUR";"US";"iam n";"strum";"ipsam";"dolor";"bus n";"n. Ei";"4";67940610944;"OS";"2";5573696046;"Frieder Kramer";"Frieder Kramer";" ";"Frieder Kramer";" ";" ";" "
"91797";"51910120785";"2021-01-21";"52";12345678;-4780.82;"9555310057";"10050000";"DE89100500009555310057";"WPTZDER1";"Siglinde Reising";" ";" ";"2021-01-21";"Quos ";767;"EUR";-4780.82;"EUR";"US";"s eve";"iet a";"et at";" Quod";"accus";"mus t";"56";47535065117;"KA";"Z";5573696046;"Siglinde Reising";"Siglinde Reising";" ";"Siglinde Reising";" ";" ";" "
"91797";"51910120785";"2021-01-21";"2";12345678;-8816.0;"9555310057";"10050000";"DE89100500009555310057";"YXQIDEGAF9J";"Caterina Henschel";" ";" ";"2021-01-21";"Unde ";213;"EUR";-8816.0;"EUR";"US";"e sit";"paria";"ur co";"sequu";"tur. ";"umque";"1";16243013714;"KA";"P";5573696046;"Caterina Henschel";"Caterina Henschel";" ";"Caterina Henschel";" ";" ";" "
"91797";"51910120785";"2021-01-21";"4";12345678;-26102.9;"1680753630";"96055184";"DE10960551841680753630";"QIAYDELL";"Univ.Prof. Laura Klemt";" ";" ";"2021-01-21";"Ratio";93;"GBP";-26102.9;"GBP";"US";"ione ";"onseq";"atur ";"empor";" expe";"ita s";"82";23438540978;"US";"0";5573696046;"Univ.Prof. Laura Klemt";"Univ.Prof. Laura Klemt";" ";"Univ.Prof. Laura Klemt";" ";" ";" "
"91797";"51910120785";"2021-01-21";"3";12345678;-11429.72;"9555310057";"10050000";"DE89100500009555310057";"YBMLDE7B0X4";"Erdmute Beckmann";" ";" ";"2021-01-21";"Aliqu";557;"EUR";-11429.72;"EUR";"US";"quid ";"raese";"tium ";"x por";"o min";"s cor";"68";73476374886;"OS";"6";5573696046;"Erdmute Beckmann";"Erdmute Beckmann";" ";"Erdmute Beckmann";" ";" ";" "
"91797";"51910120785";"2021-01-22";"2";12345678;-48.55;"5478618607";"85992177";"DE18859921775478618607";"JSCRDEAE";"Angela Hörle";" ";" ";"2021-01-22";"Iste ";496;"JPY";-48.55;"JPY";"UZ";"e opt";"o odi";" veni";"m a c";"nsequ";"ntur ";"4";11161337450;"OS";"0";5573696046;"Angela Hörle";"Angela Hörle";" ";"Angela Hörle";" ";" ";" "
"91797";"51910120785";"2021-01-22";"5";12345678;-12459.14;"8475965385";"75362503";"DE12753625038475965385";"YACKDECW";"Mohammed Gierschner";" ";" ";"2021-01-22";"Error";189;"EUR";-12459.14;"EUR";"MG";"or co";"secte";"ur ip";"a har";"m rem";" Laud";"35";26755247507;"KA";"G";5573696046;"Mohammed Gierschner";"Mohammed Gierschner";" ";"Mohammed Gierschner";" ";" ";" "
"91797";"51910120785";"2021-01-22";"32";12345678;8859.8;"5444358958";"44142146";"DE48441421465444358958";"COSNDESO58P";"Waltraut Hornig";" ";" ";"2021-01-22";"Repud";612;"EUR";8859.8;"EUR";"US";"udian";"ae ve";" cumq";"e eaq";"e eos";" Impe";"88";91412037861;"OS";"4";5573696046;"Waltraut Hornig";"Waltraut Hornig";" ";"Waltraut Hornig";" ";" ";" "
"91797";"51910120785";"2021-01-22";"1";12345678;20426.91;"9555310057";"10050000";"DE89100500009555310057";"QAFDDE005CU";"Constanze Hartung";" ";" ";"2021-01-22";"Venia";246;"EUR";20426.91;"EUR";"US";"iam i";"sa il";"um id";"ipsa.";"Dolor";"m dic";"62";24859373900;"KA";"G";5573696046;"Constanze Hartung";"Constanze Hartung";" ";"Constanze Hartung";" ";" ";" "
"91797";"51910120785";"2021-01-22";"19";12345678;9529.12;"1351967010";"72997409";"DE52729974091351967010";"TVQVDETF";"Ullrich Mühle";" ";" ";"2021-01-22";"Labor";273;"EUR";9529.12;"EUR";"US";"orios";"m mol";"itia ";"venie";" tene";"ur fu";"62";29251022780;"OS";"0";5573696046;"Ullrich Mühle";"Ullrich Mühle";" ";"Ullrich Mühle";" ";" ";" "
"91797";"51910120785";"2021-01-22";"51";12345678;-21611.8;"4557548043";"00281770";"DE91002817704557548043";"FKLHDE5M";"Luisa Fliegner";" ";" ";"2021-01-22";"Hic c";709;"EUR";-21611.8;"EUR";"US";" cons";"ctetu";" quo ";"am ha";"um ac";"usant";"16";47538016979;"OS";"1";5573696046;"Luisa Fliegner";"Luisa Fliegner";" ";"Luisa Fliegner";" ";" ";" "
"91797";"51910120785";"2021-01-22";"62";12345678;-24599.72;"9555310057";"10050000";"DE89100500009555310057";"KWVQDE20FC3";"Aloisia Rudolph";" ";" ";"2021-01-22";"Ducim";392;"EUR";-24599.72;"EUR";"US";"imus ";"dit v";"l imp";"dit. ";"empor";"bus s";"46";56932744228;"KA";"G";5573696046;"Aloisia Rudolph";"Aloisia Rudolph";" ";"Aloisia Rudolph";" ";" ";" "
"91797";"51910120785";"2021-01-22";"65";12345678;15232.18;"2767964288";"89772594";"DE11897725942767964288";"SSRRDET9T4V";"Undine Seip B.A.";" ";" ";"2021-01-22";"Numqu";415;"EUR";15232.18;"EUR";"US";"quam ";"aque ";"psam ";"nvent";"re mo";"estia";"72";14080087649;"KA";"G";5573696046;"Undine Seip B.A.";"Undine Seip B.A.";" ";"Undine Seip B.A.";" ";" ";" "
"91797";"51910120785";"2021-01-22";"50";12345678;4282.1;"9555310057";"10050000";"DE89100500009555310057";"HHQFDE3PRV5";"Cäcilie Kuhl";" ";" ";"2021-01-22";"Totam";772;"EUR";4282.1;"EUR";"US";"am la";"danti";"m qui";"quam ";"on. D";"stinc";"33";98830380368;"OS";"0";5573696046;"Cäcilie Kuhl";"Cäcilie Kuhl";" ";"Cäcilie Kuhl";" ";" ";" "
"91797";"51910120785";"2021-01-22";"3";12345678;-12340.33;"3659566181";"31572126";"DE72315721263659566181";"PVIODEAMCGX";"Prof. Winfried Graf B.Eng.";" ";" ";"2021-01-22";"Repre";97;"EUR";-12340.33;"EUR";"US";"rehen";"erit ";"it cu";" moll";"tia v";"ritat";"40";82069055111;"OS";"4";5573696046;"Prof. Winfried Graf B.Eng.";"Prof. Winfried Graf B.Eng.";" ";"Prof. Winfried Graf B.Eng.";" ";" ";" "
"91797";"51910120785";"2021-01-22";"50";12345678;-4029.46;"9555310057";"10050000";"DE89100500009555310057";"VHDSDELA";"Gunther Karz";" ";" ";"2021-01-22";"Conse";905;"EUR";-4029.46;"EUR";"US";"secte";"ur eo";" repu";"ianda";" numq";"am is";"78";35029545626;"OS";"0";5573696046;"Gunther Karz";"Gunther Karz";" ";"Gunther Karz";" ";" ";" "
"91797";"51910120785";"2021-01-22";"53";12345678;6231.32;"1521213285";"35522345";"DE33355223451521213285";"TCITDECEBAJ";"Paolo Misicher";" ";" ";"2021-01-22";"Archi";471;"EUR";6231.32;"EUR";"US";"hitec";"o sim";"lique";"cumqu";" id i";"sa fa";"43";43669537716;"KA";"G";5573696046;"Paolo Misicher";"Paolo Misicher";" ";"Paolo Misicher";" ";" ";" "
"91797";"51910120785";"2021-01-22";"3";12345678;-8404.28;"1341193163";"47114560";"DE08471145601341193163";"DVNIDE90";"Dipl.-Ing. Milka Dehmel";" ";" ";"2021-01-22";"Modi ";947;"EUR";-8404.28;"EUR";"US";"i ut ";"ed op";"io ar";"hitec";"o dis";"incti";"41";90320104512;"OS";"1";5573696046;"Dipl.-Ing. Milka Dehmel";"Dipl.-Ing. Milka Dehmel";" ";"Dipl.-Ing. Milka Dehmel";" ";" ";" "
"16316";"53306190949";"2021-01-18";"52";12345678;5778.62;"3723930061";"81597978";"DE70815979783723930061";"CPGLDEL8BT2";"Stefan Barkholz";" ";" ";"2021-01-18";"Amet ";95;"EUR";5778.62;"EUR";"US";"t lib";"ro it";"que q";"isqua";" elig";"ndi. ";"57";78556456970;"US";"0";5573696046;"Stefan Barkholz";"Stefan Barkholz";" ";"Stefan Barkholz";" ";" ";" "
"16316";"53306190949";"2021-01-18";"4";12345678;2454.08;"9555310057";"10050000";"DE89100500009555310057";"AQDCDEEV";"Franco Mangold";" ";" ";"2021-01-18";"Excep";878;"EUR";2454.08;"EUR";"US";"eptur";" rati";"ne ne";"ciunt";"quae ";"elit.";"85";99611547978;"US";"0";5573696046;"Franco Mangold";"Franco Mangold";" ";"Franco Mangold";" ";" ";" "
"16316";"53306190949";"2021-01-18";"52";12345678;-18773.47;"9555310057";"10050000";"DE89100500009555310057";"HQACDE109D2";"Jaroslaw Gerlach";" ";" ";"2021-01-18";"Vitae";66;"USD";-18773.47;"USD";"US";"ae di";"tinct";"o ips";" unde";"";"";"17";78460927968;"OS";"3";5573696046;"Jaroslaw Gerlach";"Jaroslaw Gerlach";" ";"Jaroslaw Gerlach";" ";" ";" "
"16316";"53306190949";"2021-01-18";"6";12345678;8533.25;"8962713236";"32861243";"DE69328612438962713236";"UDYLDEKL65E";"Beatrix Hövel";" ";" ";"2021-01-18";"Conse";974;"EUR";8533.25;"EUR";"US";"secte";"ur cu";" ipsu";" volu";"tatem";"labor";"94";18142624977;"OS";"2";5573696046;"Beatrix Hövel";"Beatrix Hövel";" ";"Beatrix Hövel";" ";" ";" "
"16316";"53306190949";"2021-01-18";"3";12345678;-9530.82;"7320228433";"50815121";"DE65508151217320228433";"NGAJDEC6";"Hans-Theo Faust";" ";" ";"2021-01-18";"Occae";393;"EUR";-9530.82;"EUR";"US";"aecat";" quae";"at od";"t. Ad";"pisci";"verit";"78";14153254772;"US";"0";5573696046;"Hans-Theo Faust";"Hans-Theo Faust";" ";"Hans-Theo Faust";" ";" ";" "
"16316";"53306190949";"2021-01-18";"61";12345678;-10922.96;"7563315739";"02905624";"DE81029056247563315739";"XICGDE8U";"Prof. Natalja Riehl B.Eng.";" ";" ";"2021-01-18";"Repud";210;"EUR";-10922.96;"EUR";"US";"udian";"ae in";"entor";" dolo";"emque";"conse";"91";88855827882;"OS";"9";5573696046;"Prof. Natalja Riehl B.Eng.";"Prof. Natalja Riehl B.Eng.";" ";"Prof. Natalja Riehl B.Eng.";" ";" ";" "
"16316";"53306190949";"2021-01-19";"61";12345678;-20984.85;"9555310057";"10050000";"DE89100500009555310057";"UDZLDEAR212";"Prof. Eggert Gehringer B.Sc.";" ";" ";"2021-01-19";"Nemo ";398;"EUR";-20984.85;"EUR";"US";"o eaq";"e mod";" fugi";". Nob";"s min";"ma sa";"63";12928740978;"US";"9";5573696046;"Prof. Eggert Gehringer B.Sc.";"Prof. Eggert Gehringer B.Sc.";" ";"Prof. Eggert Gehringer B.Sc.";" ";" ";" "
"16316";"53306190949";"2021-01-19";"3";12345678;7487.78;"4452826681";"62391640";"DE84623916404452826681";"RMOXDETU";"Florentine Killer";" ";" ";"2021-01-19";"Quod ";311;"EUR";7487.78;"EUR";"US";"d qua";"i mol";"itia ";"uis t";"netur";"a. Ha";"47";71097988646;"US";"0";5573696046;"Florentine Killer";"Florentine Killer";" ";"Florentine Killer";" ";" ";" "
"16316";"53306190949";"2021-01-19";"53";12345678;-16739.17;"9555310057";"10050000";"DE89100500009555310057";"QFVJDE40O5Z";"Dr. Rosita Schmiedt";" ";" ";"2021-01-19";"A dic";575;"USD";-16739.17;"USD";"US";"icta ";"uasi ";"uscip";"t ass";"menda";"vel. ";"51";33374414132;"US";"9";5573696046;"Dr. Rosita Schmiedt";"Dr. Rosita Schmiedt";" ";"Dr. Rosita Schmiedt";" ";" ";" "
"16316";"53306190949";"2021-01-19";"53";12345678;18267.56;"7425952325";"23786741";"DE57237867417425952325";"HOMLDEYE";"Ing. Hans-Ulrich Schuster B.Sc.";" ";" ";"2021-01-19";"Tempo";247;"EUR";18267.56;"EUR";"US";"pore ";"liqua";" dist";"nctio";"dolor";"m adi";"72";46544102845;"KA";"Z";5573696046;"Ing. Hans-Ulrich Schuster B.Sc.";"Ing. Hans-Ulrich Schuster B.Sc.";" ";"Ing. Hans-Ulrich Schuster B.Sc.";" ";" ";" "
"16316";"53306190949";"2021-01-19";"53";12345678;3093.23;"9733816532";"97456663";"DE55974566639733816532";"QGEDDE9TB06";"Karl-Hermann Schuchhardt MBA.";" ";" ";"2021-01-19";"Minim";164;"EUR";3093.23;"EUR";"US";"ima r";"cusan";"ae mo";"estia";" ea. ";"ugit ";"76";40328539309;"OS";"4";5573696046;"Karl-Hermann Schuchhardt MBA.";"Karl-Hermann Schuchhardt MBA.";" ";"Karl-Hermann Schuchhardt MBA.";" ";" ";" "
"16316";"53306190949";"2021-01-19";"52";12345678;9198.33;"0782872125";"81323047";"DE30813230470782872125";"DIDGDELY";"Gesche Heydrich-Mühle";" ";" ";"2021-01-19";"Moles";46;"USD";9198.33;"USD";"US";"estia";" sint";"quo. ";"epell";"ndus ";"t max";"17";38882890363;"OS";"0";5573696046;"Gesche Heydrich-Mühle";"Gesche Heydrich-Mühle";" ";"Gesche Heydrich-Mühle";" ";" ";" "
"16316";"53306190949";"2021-01-20";"1";12345678;7297.85;"8501804064";"49831446";"DE43498314468501804064";"LZTEDETP";"Brita Karge-Kade";" ";" ";"2021-01-20";"Paria";981;"EUR";7297.85;"EUR";"US";"iatur";"fuga ";"xcept";"ri qu";"s est";"volup";"23";45371840080;"OS";"9";5573696046;"Brita Karge-Kade";"Brita Karge-Kade";" ";"Brita Karge-Kade";" ";" ";" "
"16316";"53306190949";"2021-01-20";"6";12345678;9013.53;"0909989893";"92604836";"DE65926048360909989893";"WDSXDEZG3B3";"Ing. Rosi Austermühle";" ";" ";"2021-01-20";"Ea mi";591;"EUR";9013.53;"EUR";"US";"minim";" cons";"ctetu";" impe";"it ea";"at co";"9";57640882484;"OS";"1";5573696046;"Ing. Rosi Austermühle";"Ing. Rosi Austermühle";" ";"Ing. Rosi Austermühle";" ";" ";" "
"16316";"53306190949";"2021-01-20";"6";12345678;6842.72;"9124743356";"07298176";"DE22072981769124743356";"UTIEDEN78MC";"Frau Daniela Ebert MBA.";" ";" ";"2021-01-20";"Vero ";844;"EUR";6842.72;"EUR";"US";"o imp";"dit l";"borum";"exped";"ta.";"";"9";89590111624;"OS";"0";5573696046;"Frau Daniela Ebert MBA.";"Frau Daniela Ebert MBA.";" ";"Frau Daniela Ebert MBA.";" ";" ";" "
"16316";"53306190949";"2021-01-20";"61";12345678;6956.92;"4537951772";"02968768";"DE42029687684537951772";"JYXFDEXOPSN";"Faruk Mälzer";" ";" ";"2021-01-20";"Illum";673;"USD";6956.92;"USD";"US";"um ev";"niet ";"mpedi";" offi";"ia al";"as la";"89";70960602184;"OS";"9";5573696046;"Faruk Mälzer";"Faruk Mälzer";" ";"Faruk Mälzer";" ";" ";" "
"16316";"53306190949";"2021-01-20";"50";12345678;-3937.49;"8090322965";"47177463";"DE70471774638090322965";"GTZTDEBZ";"Carin Hellwig-Trapp";" ";" ";"2021-01-20";"Delen";121;"EUR";-3937.49;"EUR";"US";"eniti";"facer";" nisi";"sint ";"ffici";"s dig";"58";87295216704;"OS";"0";5573696046;"Carin Hellwig-Trapp";"Carin Hellwig-Trapp";" ";"Carin Hellwig-Trapp";" ";" ";" "
"16316";"53306190949";"2021-01-20";"3";12345678;4060.83;"9902338475";"19920730";"DE80199207309902338475";"WNUSDE3F";"Edith Weitzel";" ";" ";"2021-01-20";"Imped";995;"EUR";4060.83;"EUR";"US";"edit ";"olor ";"usto ";"orrup";"i vol";"ptatu";"62";24408232728;"OS";"2";5573696046;"Edith Weitzel";"Edith Weitzel";" ";"Edith Weitzel";" ";" ";" "
"16316";"53306190949";"2021-01-21";"50";12345678;5648.4;"9467426697";"43402857";"DE81434028579467426697";"RMJODEJ4";"Dr. James Nerger B.Sc.";" ";" ";"2021-01-21";"Tempo";789;"EUR";5648.4;"EUR";"US";"pora ";"olore";" libe";"o ali";"s. Sa";"iente";"9";58135826312;"OS";"0";5573696046;"Dr. James Nerger B.Sc.";"Dr. James Nerger B.Sc.";" ";"Dr. James Nerger B.Sc.";" ";" ";" "
"16316";"53306190949";"2021-01-21";"1";12345678;12909.86;"7013119315";"55249920";"DE17552499207013119315";"SYNCDEVW";"Willibald Ring";" ";" ";"2021-01-21";"Magna";113;"EUR";12909.86;"EUR";"US";"nam u";"de ex";"rcita";"ionem";" In m";"gni v";"41";61034862229;"OS";"1";5573696046;"Willibald Ring";"Willibald Ring";" ";"Willibald Ring";" ";" ";" "
"16316";"53306190949";"2021-01-21";"52";12345678;1969.85;"0110413159";"41241283";"DE93412412830110413159";"YHXNDEMC";"Kenneth Kitzmann";" ";" ";"2021-01-21";"Natus";98;"EUR";1969.85;"EUR";"US";"us qu";"si pa";"iatur";"ipsa ";"sse b";"atae ";"54";10485847350;"OS";"9";5573696046;"Kenneth Kitzmann";"Kenneth Kitzmann";" ";"Kenneth Kitzmann";" ";" ";" "
"16316";"53306190949";"2021-01-21";"32";12345678;-10349.92;"4421453056";"94727105";"DE37947271054421453056";"EQXDDEZU";"Beata Lindau";" ";" ";"2021-01-21";"Deser";53;"EUR";-10349.92;"EUR";"US";"erunt";"non v";"lupta";"es pe";"spici";"tis i";"2";99174277427;"OS";"6";5573696046;"Beata Lindau";"Beata Lindau";" ";"Beata Lindau";" ";" ";" "
"16316";"53306190949";"2021-01-21";"3";12345678;683.4;"7281405056";"62112227";"DE03621122277281405056";"WPOHDE39";"Ing. Christa-Maria Fröhlich";" ";" ";"2021-01-21";"Ratio";998;"EUR";683.4;"EUR";"US";"ione ";"onseq";"atur ";"nim v";"tae. ";"llo a";"38";52781221073;"OS";"0";5573696046;"Ing. Christa-Maria Fröhlich";"Ing. Christa-Maria Fröhlich";" ";"Ing. Christa-Maria Fröhlich";" ";" ";" "
"16316";"53306190949";"2021-01-21";"50";12345678;6705.49;"1947197840";"32195230";"DE45321952301947197840";"DESVDETJ";"Sören Pölitz-Lehmann";" ";" ";"2021-01-21";"Sint ";38;"EUR";6705.49;"EUR";"US";"t dic";"a ass";"menda";"modi ";"olupt";"tes q";"14";74196952161;"OS";"9";5573696046;"Sören Pölitz-Lehmann";"Sören Pölitz-Lehmann";" ";"Sören Pölitz-Lehmann";" ";" ";" "
"16316";"53306190949";"2021-01-22";"50";12345678;7867.01;"7616886820";"42372767";"DE51423727677616886820";"SLDJDE2DDO6";"Ada Jockel";" ";" ";"2021-01-22";"Cum d";706;"EUR";7867.01;"EUR";"LS";" dolo";"es ne";"ciunt";" Pari";"tur m";"lesti";"53";46324418698;"US";"0";5573696046;"Ada Jockel";"Ada Jockel";" ";"Ada Jockel";" ";" ";" "
